date,tests,newCases,activeCases,severeCases,recovered,deaths,rt
2021-07-14,64174,3171.0,20047.0,396.0,14985.0,788604.0,1.25
2021-07-15,67513,3409.0,21555.0,376.0,15009.0,790481.0,1.28
2021-07-16,76436,3420.0,23244.0,382.0,15022.0,792221.0,1.3
2021-07-17,43473,3872.0,25121.0,378.0,15035.0,794038.0,1.33
2021-07-18,25835,3093.0,26315.0,392.0,15043.0,795892.0,1.34
2021-07-19,68952,2318.0,26612.0,406.0,15055.0,798147.0,1.35
2021-07-20,65964,3747.0,27797.0,390.0,15074.0,800470.0,1.36
2021-07-21,69363,4940.0,29973.0,392.0,15092.0,802980.0,1.37
2021-07-22,37605,5390.0,33006.0,431.0,15101.0,805185.0,1.37
2021-07-23,50137,4212.0,35017.0,436.0,15110.0,807630.0,1.34
2021-07-24,32099,3596.0,35436.0,448.0,15118.0,810765.0,1.26
2021-07-25,17654,5030.0,37223.0,466.0,15123.0,813614.0,1.27
2021-07-26,95137,4679.0,38793.0,514.0,15131.0,816865.0,1.31
2021-07-27,92345,7660.0,42267.0,522.0,15145.0,820615.0,1.36
2021-07-28,86528,9625.0,47829.0,539.0,15153.0,824070.0,1.41
2021-07-29,88769,10742.0,54401.0,626.0,15166.0,827784.0,1.46
2021-07-30,88920,10814.0,61513.0,667.0,15177.0,831650.0,1.58
2021-07-31,87700,12413.0,69183.0,691.0,15185.0,835921.0,1.78
2021-08-01,36604,10236.0,75631.0,704.0,15190.0,839455.0,1.79
2021-08-02,105130,8411.0,79573.0,754.0,15197.0,844529.0,1.76
2021-08-03,83159,12149.0,86144.0,777.0,15212.0,849241.0,1.7
2021-08-04,100583,14352.0,93685.0,823.0,15221.0,855088.0,1.62
2021-08-05,114844,15353.0,102551.0,1020.0,15233.0,861398.0,1.54
2021-08-06,112653,15797.0,109705.0,1068.0,15248.0,870117.0,1.46
2021-08-07,71501,15825.0,117047.0,1138.0,15266.0,878196.0,1.34
2021-08-08,41841,14529.0,123044.0,1190.0,15273.0,886500.0,1.31
2021-08-09,28421,12141.0,126268.0,1230.0,15290.0,895692.0,1.29
2021-08-10,126671,10728.0,126674.0,1332.0,15304.0,906303.0,1.22
2021-08-11,128856,15994.0,129956.0,1404.0,15323.0,917418.0,1.19
2021-08-12,110733,19038.0,137246.0,1478.0,15351.0,927344.0,1.17
2021-08-13,134540,20492.0,145674.0,1521.0,15376.0,939796.0,1.16
2021-08-14,81455,20287.0,153626.0,1563.0,15393.0,951787.0,1.16
2021-08-15,62842,17887.0,156406.0,1603.0,15401.0,964911.0,1.15
2021-08-16,104174,14981.0,157758.0,1646.0,15424.0,979128.0,1.13
2021-08-17,118072,20104.0,161699.0,1716.0,15460.0,993758.0,1.21
2021-08-18,131491,24091.0,168699.0,1765.0,15494.0,1008309.0,1.25
2021-08-19,232366,25335.0,181106.0,1816.0,15527.0,1020747.0,1.26
2021-08-20,29228,25975.0,193355.0,1888.0,15556.0,1033914.0,1.25
2021-08-21,113293,25633.0,203540.0,1891.0,15589.0,1048617.0,1.25
2021-08-22,55312,22327.0,211710.0,1898.0,15624.0,1062688.0,1.25
2021-08-23,132921,16926.0,209563.0,1935.0,15656.0,1083556.0,1.23
2021-08-24,161737,21664.0,212567.0,1964.0,15686.0,1099236.0,1.18
2021-08-25,144846,24414.0,217971.0,1974.0,15730.0,1114819.0,1.13
2021-08-26,145404,25040.0,225403.0,2000.0,15790.0,1132222.0,1.09
2021-08-27,174004,24305.0,229624.0,2060.0,15844.0,1150155.0,1.06
2021-08-28,96889,22838.0,231359.0,2070.0,15889.0,1169420.0,1.02
2021-08-29,66549,19339.0,231596.0,2075.0,15939.0,1187366.0,0.98
2021-08-30,156779,13668.0,215627.0,2110.0,15987.0,1227794.0,0.96
2021-08-31,115429,17713.0,208512.0,2092.0,16034.0,1250972.0,0.93
2021-09-01,149209,20029.0,205577.0,2158.0,16116.0,1274191.0,0.91
2021-09-02,121059,18206.0,204310.0,2221.0,16177.0,1292987.0,0.88
2021-09-03,200328,16719.0,199984.0,2223.0,16240.0,1315603.0,0.85
2021-09-04,87381,16003.0,191003.0,2207.0,16306.0,1339837.0,0.83
2021-09-05,65385,12891.0,184559.0,2198.0,16347.0,1360524.0,0.81
2021-09-06,128204,8229.0,177367.0,2209.0,16380.0,1377175.0,0.8
2021-09-07,116508,10590.0,165207.0,2211.0,16429.0,1400726.0,0.77
2021-09-08,133893,12384.0,157731.0,2173.0,16518.0,1420081.0,0.75
2021-09-09,120520,10379.0,150024.0,2125.0,16596.0,1438788.0,0.73
2021-09-10,145673,8868.0,140946.0,2057.0,16683.0,1457710.0,0.71
2021-09-11,78105,8790.0,133515.0,2010.0,16735.0,1474220.0,0.69
2021-09-12,43656,6485.0,123774.0,1975.0,16790.0,1491610.0,0.67
2021-09-13,118563,3086.0,112159.0,1905.0,16839.0,1508363.0,0.65
2021-09-14,100012,6644.0,104034.0,1834.0,16887.0,1522094.0,0.65
2021-09-15,107105,6877.0,96586.0,1743.0,16952.0,1536029.0,0.64
2021-09-16,96693,5490.0,90597.0,1615.0,17023.0,1547904.0,0.64
2021-09-17,168867,4758.0,83869.0,1559.0,17090.0,1560144.0,0.64
2021-09-18,59277,4557.0,77198.0,1496.0,17149.0,1571953.0,0.63
2021-09-19,39286,3277.0,70628.0,1454.0,17197.0,1582222.0,0.63
2021-09-20,25151,1912.0,65164.0,1429.0,17226.0,1590154.0,0.66
2021-09-21,86797,1519.0,58190.0,1383.0,17269.0,1599813.0,0.61
2021-09-22,93675,3651.0,51671.0,1273.0,17312.0,1608958.0,0.6
2021-09-23,47873,3815.0,47557.0,1228.0,17368.0,1616297.0,0.62
2021-09-24,135859,1667.0,42895.0,1185.0,17414.0,1623716.0,0.6
2021-09-25,55159,2690.0,39384.0,1133.0,17446.0,1629728.0,0.6
2021-09-26,27002,2097.0,36683.0,1106.0,17475.0,1634582.0,0.61
2021-09-27,79290,967.0,33850.0,1062.0,17504.0,1638914.0,0.6
2021-09-28,78473,1941.0,30919.0,998.0,17544.0,1643348.0,0.69
2021-09-29,84946,1980.0,27943.0,932.0,17598.0,1648240.0,0.7
2021-09-30,67787,1567.0,25513.0,778.0,17641.0,1652231.0,0.65
2021-10-01,81440,1369.0,23467.0,719.0,17676.0,1655826.0,0.71
2021-10-02,53800,1330.0,21041.0,696.0,17709.0,1659534.0,0.7
2021-10-03,20790,874.0,18867.0,693.0,17723.0,1662654.0,0.68
2021-10-04,64378,502.0,17457.0,655.0,17749.0,1664807.0,0.68
2021-10-05,62277,1100.0,15555.0,612.0,17782.0,1667579.0,0.63
2021-10-06,68047,1179.0,14122.0,595.0,17812.0,1669995.0,0.63
2021-10-07,59576,912.0,12809.0,526.0,17849.0,1672333.0,0.66
2021-10-08,67618,809.0,11906.0,501.0,17895.0,1674160.0,0.64
2021-10-09,48558,790.0,10871.0,483.0,17920.0,1675926.0,0.65
2021-10-10,23589,581.0,10351.0,478.0,17934.0,1677010.0,0.68
2021-10-11,58344,285.0,9554.0,444.0,17952.0,1678232.0,0.69
2021-10-12,58142,671.0,8628.0,413.0,17979.0,1679690.0,0.69
2021-10-13,57785,739.0,8061.0,381.0,18013.0,1680900.0,0.7
2021-10-14,74021,644.0,7602.0,357.0,18044.0,1681960.0,0.71
2021-10-15,64812,522.0,7135.0,335.0,18070.0,1683043.0,0.72
2021-10-16,42154,537.0,6641.0,317.0,18084.0,1684032.0,0.73
2021-10-17,18498,381.0,6349.0,312.0,18095.0,1684694.0,0.73
2021-10-18,51790,178.0,5944.0,294.0,18113.0,1685414.0,0.73
2021-10-19,51835,423.0,5497.0,276.0,18138.0,1686195.0,0.74
2021-10-20,67636,427.0,5079.0,260.0,18149.0,1686759.0,0.74
2021-10-21,47972,310.0,4774.0,217.0,18165.0,1687400.0,0.71
2021-10-22,28260,345.0,4389.0,208.0,18175.0,1688124.0,0.71
2021-10-23,42743,306.0,4101.0,208.0,18183.0,1688713.0,0.69
2021-10-24,19484,224.0,3917.0,202.0,18191.0,1689105.0,0.68
2021-10-25,59179,145.0,3691.0,197.0,18199.0,1689510.0,0.69
2021-10-26,53332,349.0,3317.0,184.0,18213.0,1690128.0,0.71
2021-10-27,56898,322.0,3172.0,177.0,18220.0,1690595.0,0.73
2021-10-28,56028,299.0,3031.0,145.0,18229.0,1691017.0,0.79
2021-10-29,62997,321.0,2853.0,134.0,18245.0,1695501.0,0.82
2021-10-30,42060,283.0,2776.0,124.0,18253.0,1695832.0,0.87
2021-10-31,16717,228.0,2781.0,122.0,18260.0,1696070.0,0.91
2021-11-01,49595,77.0,2589.0,120.0,18267.0,1696346.0,0.9
2021-11-02,56984,239.0,2422.0,115.0,18274.0,1696703.0,0.88
2021-11-03,22503,264.0,2336.0,109.0,18282.0,1696997.0,0.89
2021-11-04,58582,120.0,2280.0,103.0,18288.0,1697265.0,0.83
2021-11-05,59422,253.0,2160.0,100.0,18298.0,1697602.0,0.81
2021-11-06,34940,235.0,2112.0,100.0,18301.0,1697852.0,0.8
2021-11-07,17360,156.0,2128.0,101.0,18302.0,1698023.0,0.77
2021-11-08,52712,89.0,2023.0,99.0,18305.0,1698251.0,0.79
2021-11-09,50680,220.0,1882.0,96.0,18308.0,1699956.0,0.82
2021-11-10,66664,207.0,1856.0,92.0,18310.0,1700170.0,0.81
2021-11-11,51123,213.0,1860.0,87.0,18315.0,1700381.0,0.92
2021-11-12,67082,197.0,1823.0,83.0,18315.0,1700657.0,0.93
2021-11-13,35758,199.0,1789.0,85.0,18317.0,1700869.0,0.93
2021-11-14,19625,135.0,1779.0,85.0,18319.0,1701020.0,0.95
2021-11-15,48931,58.0,1715.0,82.0,18319.0,1701203.0,0.93
2021-11-16,48384,144.0,1544.0,78.0,18323.0,1701450.0,0.9
2021-11-17,56892,189.0,1533.0,76.0,18328.0,1701625.0,0.92
2021-11-18,50301,165.0,1512.0,62.0,18334.0,1701813.0,0.85
2021-11-19,58967,143.0,1484.0,62.0,18334.0,1702064.0,0.84
2021-11-20,32554,122.0,1402.0,62.0,18339.0,1702237.0,0.81
2021-11-21,15781,129.0,1401.0,63.0,18339.0,1702362.0,0.82
2021-11-22,43887,22.0,1357.0,60.0,18341.0,1702482.0,0.81
2021-11-23,24709,123.0,1257.0,58.0,18343.0,1702658.0,0.83
2021-11-24,55336,55.0,1235.0,58.0,18344.0,1702756.0,0.75
2021-11-25,46526,117.0,1211.0,51.0,18345.0,1702879.0,0.74
2021-11-26,61997,115.0,1147.0,50.0,18349.0,1703084.0,0.74
2021-11-27,39290,133.0,1132.0,43.0,18350.0,1703217.0,0.8
2021-11-28,23269,66.0,1073.0,43.0,18350.0,1703354.0,0.75
2021-11-29,47942,56.0,1040.0,41.0,18351.0,1703452.0,0.8
2021-11-30,49484,134.0,1050.0,43.0,18352.0,1703514.0,0.82
2021-12-01,53787,126.0,1049.0,38.0,18354.0,1703648.0,0.99
2021-12-02,52722,113.0,1013.0,32.0,18355.0,1703771.0,1.03
2021-12-03,56944,137.0,1000.0,28.0,18356.0,1703928.0,1.08
2021-12-04,27633,123.0,1012.0,29.0,18356.0,1704056.0,1.06
2021-12-05,14187,97.0,1044.0,29.0,18356.0,1704129.0,1.17
2021-12-06,48000,35.0,1007.0,28.0,18357.0,1704229.0,1.11
2021-12-07,49654,113.0,999.0,27.0,18359.0,1704323.0,1.07
2021-12-08,52011,140.0,1019.0,26.0,18361.0,1704404.0,1.01
2021-12-09,48838,144.0,1052.0,27.0,18363.0,1704511.0,1.04
2021-12-10,63255,118.0,1065.0,25.0,18364.0,1704653.0,1.0
2021-12-11,34849,140.0,1074.0,25.0,18365.0,1704756.0,1.03
2021-12-12,16206,114.0,1085.0,26.0,18365.0,1704856.0,1.02
2021-12-13,53509,57.0,1044.0,27.0,18366.0,1704973.0,1.06
2021-12-14,48583,161.0,1078.0,27.0,18367.0,1705069.0,1.12
2021-12-15,49167,177.0,1115.0,27.0,18368.0,1705176.0,1.14
2021-12-16,50184,142.0,1155.0,26.0,18370.0,1705293.0,1.11
2021-12-17,59688,155.0,1214.0,26.0,18371.0,1705403.0,1.16
2021-12-18,29128,190.0,1257.0,27.0,18371.0,1705510.0,1.18
2021-12-19,14752,157.0,1325.0,27.0,18371.0,1705607.0,1.2
2021-12-20,44484,72.0,1348.0,28.0,18371.0,1705704.0,1.19
2021-12-21,50175,207.0,1386.0,26.0,18373.0,1705854.0,1.18
2021-12-22,52151,237.0,1483.0,28.0,18375.0,1705943.0,1.19
2021-12-23,47486,278.0,1609.0,34.0,18378.0,1706084.0,1.29
2021-12-24,51328,260.0,1754.0,37.0,18378.0,1706200.0,1.32
2021-12-25,36014,298.0,1880.0,38.0,18379.0,1706326.0,1.35
2021-12-26,18020,215.0,1995.0,44.0,18379.0,1706468.0,1.34
2021-12-27,51904,132.0,1975.0,46.0,18379.0,1706670.0,1.36
2021-12-28,59938,347.0,2064.0,49.0,18381.0,1706849.0,1.4
2021-12-29,37768,447.0,2222.0,46.0,18385.0,1707034.0,1.46
2021-12-30,25321,435.0,2509.0,49.0,18385.0,1707193.0,1.43
2021-12-31,30907,449.0,2781.0,51.0,18385.0,1707341.0,1.44
2022-01-01,7002,466.0,3048.0,53.0,18385.0,1707509.0,1.15
2022-01-02,11365,432.0,3328.0,52.0,18387.0,1707679.0,1.17
2022-01-03,5605,788.0,3792.0,54.0,18388.0,1707860.0,1.23
2022-01-04,87417,1094.0,4628.0,60.0,18389.0,1708036.0,1.27
2022-01-05,85750,2788.0,6619.0,64.0,18390.0,1708256.0,1.4
2022-01-06,65376,4486.0,10020.0,91.0,18390.0,1708602.0,1.58
2022-01-07,97767,6553.0,15149.0,89.0,18392.0,1708970.0,1.75
2022-01-08,56052,8701.0,22051.0,90.0,18394.0,1709401.0,1.93
2022-01-09,33956,8173.0,29210.0,90.0,18395.0,1710038.0,2.04
2022-01-10,33040,5734.0,34797.0,100.0,18397.0,1710695.0,1.99
2022-01-11,110955,5704.0,40673.0,105.0,18399.0,1711641.0,1.94
2022-01-12,128248,15587.0,50273.0,125.0,18404.0,1712837.0,1.84
2022-01-13,147903,21010.0,64605.0,221.0,18406.0,1715032.0,1.73
2022-01-14,134962,24054.0,81748.0,233.0,18416.0,1718506.0,1.62
2022-01-15,93859,29685.0,99772.0,235.0,18422.0,1721992.0,1.53
2022-01-16,62213,26842.0,116869.0,243.0,18424.0,1730423.0,1.48
2022-01-17,192740,17134.0,134320.0,261.0,18426.0,1737618.0,1.46
2022-01-18,145832,40477.0,154291.0,281.0,18436.0,1745032.0,1.5
2022-01-19,221682,49182.0,183162.0,287.0,18449.0,1753316.0,1.46
2022-01-20,191060,53723.0,216960.0,404.0,18461.0,1762869.0,1.42
2022-01-21,233676,55658.0,252786.0,424.0,18470.0,1775775.0,1.38
2022-01-22,163898,64249.0,290671.0,430.0,18482.0,1791133.0,1.34
2022-01-23,84039,53768.0,322100.0,439.0,18498.0,1808242.0,1.31
2022-01-24,246315,33165.0,344062.0,444.0,18515.0,1833043.0,1.3
2022-01-25,223773,83040.0,375697.0,470.0,18551.0,1858473.0,1.26
2022-01-26,288971,81333.0,415806.0,537.0,18591.0,1886029.0,1.23
2022-01-27,214817,85957.0,459980.0,697.0,18634.0,1913144.0,1.2
2022-01-28,274158,85060.0,503133.0,734.0,18678.0,1953043.0,1.18
2022-01-29,174642,97543.0,539357.0,767.0,18722.0,1997504.0,1.16
2022-01-30,118792,78473.0,580342.0,783.0,18757.0,2038643.0,1.15
2022-01-31,249977,41836.0,595410.0,804.0,18785.0,2089814.0,1.14
2022-02-01,253692,104520.0,620913.0,886.0,18864.0,2138091.0,1.11
2022-02-02,264631,98644.0,662065.0,911.0,18942.0,2188835.0,1.1
2022-02-03,266034,98205.0,713372.0,1042.0,19032.0,2239429.0,1.08
2022-02-04,237526,94722.0,739198.0,1099.0,19124.0,2307522.0,1.07
2022-02-05,168881,100921.0,778808.0,1134.0,19251.0,2377923.0,1.05
2022-02-06,86512,75151.0,799891.0,1143.0,19318.0,2443440.0,1.03
2022-02-07,316989,41653.0,803176.0,1141.0,19440.0,2518653.0,1.03
2022-02-08,216588,104336.0,818933.0,1212.0,19581.0,2592843.0,1.02
2022-02-09,257163,96408.0,836905.0,1270.0,19738.0,2667291.0,1.01
2022-02-10,210245,94100.0,861630.0,1340.0,19915.0,2744798.0,1.0
2022-02-11,174196,88421.0,872594.0,1352.0,20059.0,2837094.0,0.99
2022-02-12,106172,40147.0,868621.0,1366.0,20205.0,2911318.0,0.96
2022-02-13,70339,78233.0,855217.0,1393.0,20362.0,3002277.0,0.97
2022-02-14,210497,37773.0,838231.0,1403.0,20498.0,3089392.0,0.96
2022-02-15,177845,100079.0,832443.0,1444.0,20710.0,3170278.0,0.96
2022-02-16,228716,93111.0,838051.0,1469.0,20965.0,3251741.0,0.96
2022-02-17,206304,86501.0,839753.0,1482.0,21210.0,3342591.0,0.96
2022-02-18,247793,73031.0,838264.0,1480.0,21448.0,3446764.0,0.95
2022-02-19,134944,77100.0,829097.0,1477.0,21653.0,3531111.0,1.0
2022-02-20,88843,60104.0,827330.0,1495.0,21840.0,3603978.0,0.99
2022-02-21,178148,30046.0,803669.0,1504.0,22021.0,3689350.0,0.99
2022-02-22,220415,83259.0,782369.0,1489.0,22298.0,3773803.0,0.98
2022-02-23,119617,83984.0,783151.0,1474.0,22563.0,3845717.0,0.98
2022-02-24,184714,35135.0,762066.0,1503.0,22793.0,3935774.0,0.95
2022-02-25,245633,72187.0,738662.0,1507.0,23050.0,4027243.0,0.96
2022-02-26,140221,75539.0,728605.0,1482.0,23311.0,4103825.0,0.94
2022-02-27,72181,54162.0,716006.0,1461.0,23491.0,4179381.0,0.95
2022-02-28,197110,28641.0,703137.0,1456.0,23682.0,4253633.0,0.95
2022-03-01,168484,76998.0,681938.0,1452.0,23916.0,4333809.0,0.95
2022-03-02,217937,71959.0,675315.0,1418.0,24152.0,4408661.0,0.95
2022-03-03,142456,61037.0,664940.0,1419.0,24410.0,4488198.0,1.0
2022-03-04,211336,55712.0,655063.0,1399.0,24667.0,4567818.0,0.99
2022-03-05,121053,60155.0,642761.0,1362.0,24853.0,4641546.0,0.98
2022-03-06,72152,45991.0,638444.0,1354.0,25000.0,4700670.0,0.98
2022-03-07,152369,22567.0,611330.0,1348.0,25115.0,4773095.0,0.97
2022-03-08,166536,65392.0,592755.0,1321.0,25348.0,4838139.0,0.97
2022-03-09,205856,63416.0,590488.0,1322.0,25554.0,4899707.0,0.97
2022-03-10,166272,54414.0,592736.0,1252.0,25766.0,4959638.0,0.95
2022-03-11,178834,48945.0,578501.0,1204.0,25931.0,5035201.0,0.95
2022-03-12,114763,53565.0,570129.0,1175.0,26100.0,5096117.0,0.96
2022-03-13,66839,41927.0,561661.0,1175.0,26225.0,5156062.0,0.96
2022-03-14,150533,21662.0,542272.0,1170.0,26333.0,5215559.0,0.97
2022-03-15,140711,60579.0,529120.0,1140.0,26515.0,5272942.0,0.97
2022-03-16,170537,57633.0,522454.0,1090.0,26673.0,5332832.0,0.97
2022-03-17,156343,48592.0,521174.0,991.0,26838.0,5389612.0,0.97
2022-03-18,176908,41197.0,515459.0,983.0,26995.0,5448178.0,0.97
2022-03-19,94809,42770.0,503950.0,955.0,27122.0,5504446.0,0.97
2022-03-20,53366,33580.0,492387.0,951.0,27198.0,5555561.0,0.96
2022-03-21,37430,19555.0,471374.0,937.0,27255.0,5607479.0,0.96
2022-03-22,141620,16008.0,445129.0,916.0,27327.0,5658738.0,0.92
2022-03-23,156909,53425.0,420521.0,891.0,27439.0,5715624.0,0.92
2022-03-24,141401,50852.0,424988.0,733.0,27569.0,5757693.0,0.93
2022-03-25,156348,43748.0,413879.0,707.0,27685.0,5818388.0,0.94
2022-03-26,95800,46142.0,409000.0,694.0,27783.0,5868328.0,0.95
2022-03-27,66749,37613.0,410207.0,691.0,27851.0,5910662.0,0.96
2022-03-28,111761,20007.0,402061.0,673.0,27915.0,5955216.0,0.96
2022-03-29,119982,55201.0,400896.0,655.0,27997.0,5995435.0,1.05
2022-03-30,147459,54730.0,410636.0,627.0,28094.0,6035183.0,1.06
2022-03-31,138984,49664.0,422681.0,533.0,28181.0,6070037.0,1.05
2022-04-01,184067,46142.0,439509.0,518.0,28284.0,6109304.0,1.05
2022-04-02,100759,49567.0,444365.0,510.0,28332.0,6151596.0,1.05
2022-04-03,39539,39160.0,451289.0,505.0,28370.0,6190247.0,1.05
2022-04-04,125517,19865.0,441490.0,508.0,28411.0,6232481.0,1.05
2022-04-05,180421,55949.0,447295.0,508.0,28471.0,6272920.0,1.01
2022-04-06,127534,57634.0,455293.0,494.0,28540.0,6315439.0,1.01
2022-04-07,144404,53080.0,469458.0,484.0,28612.0,6355619.0,1.01
2022-04-08,177328,49264.0,472706.0,489.0,28674.0,6408391.0,1.01
2022-04-09,96994,53119.0,477055.0,484.0,28730.0,6454196.0,1.01
2022-04-10,56863,40991.0,483377.0,465.0,28768.0,6495585.0,1.01
2022-04-11,87766,21045.0,484087.0,467.0,28805.0,6532240.0,1.01
2022-04-12,156077,60760.0,486325.0,468.0,28849.0,6576851.0,1.02
2022-04-13,163083,58565.0,488519.0,231.0,28909.0,6627647.0,1.02
2022-04-14,169524,49658.0,501065.0,230.0,28968.0,6667665.0,1.01
2022-04-15,173695,44372.0,497209.0,222.0,29029.0,6723594.0,1.0
2022-04-16,103641,43883.0,493422.0,219.0,29076.0,6770878.0,0.99
2022-04-17,49461,32462.0,486915.0,222.0,29107.0,6815085.0,0.98
2022-04-18,169033,15593.0,473672.0,213.0,29133.0,6860122.0,0.98
2022-04-19,159074,49008.0,460612.0,214.0,29186.0,6905123.0,0.96
2022-04-20,196814,49407.0,453329.0,202.0,29235.0,6970202.0,0.95
2022-04-21,135695,43462.0,455408.0,207.0,29285.0,7012473.0,0.95
2022-04-22,179585,40237.0,451035.0,203.0,29341.0,7062818.0,0.95
2022-04-23,97524,43447.0,434325.0,195.0,29368.0,7120057.0,0.96
2022-04-24,54285,33855.0,427444.0,191.0,29392.0,7163379.0,0.97
2022-04-25,123846,16682.0,413638.0,200.0,29428.0,7207747.0,0.97
2022-04-26,1329376,47689.0,405799.0,183.0,29486.0,7247887.0,0.98
2022-04-27,216039,45486.0,403437.0,174.0,29551.0,7303832.0,0.99
2022-04-28,130850,38667.0,407875.0,173.0,29590.0,7340689.0,0.99
2022-04-29,79507,34805.0,400739.0,171.0,29634.0,7386970.0,0.99
2022-04-30,65236,15785.0,391279.0,165.0,29653.0,7423406.0,0.96
2022-05-01,45549,26647.0,375218.0,164.0,29685.0,7463494.0,0.95
2022-05-02,124494,14983.0,357519.0,160.0,29715.0,7501854.0,0.94
2022-05-03,56098,38970.0,347707.0,174.0,29767.0,7535212.0,0.93
2022-05-04,92663,20860.0,335590.0,166.0,29792.0,7581461.0,0.9
2022-05-05,38243,19414.0,324009.0,170.0,29810.0,7614125.0,0.88
2022-05-06,215284,18821.0,305548.0,165.0,29845.0,7662606.0,0.86
2022-05-07,86295,49583.0,297044.0,159.0,29869.0,7700585.0,0.94
2022-05-08,55066,40152.0,303068.0,163.0,29897.0,7731324.0,0.97
2022-05-09,144463,20033.0,301546.0,158.0,29927.0,7767714.0,0.98
2022-05-10,134897,49834.0,307647.0,163.0,29978.0,7797540.0,1.0
2022-05-11,174645,45415.0,304814.0,159.0,30019.0,7848157.0,1.07
2022-05-12,132340,38604.0,318635.0,156.0,30058.0,7874287.0,1.13
2022-05-13,144865,36996.0,327917.0,153.0,30089.0,7908088.0,1.18
2022-05-14,101552,39537.0,338725.0,139.0,30123.0,7934823.0,1.11
2022-05-15,65366,30594.0,344529.0,134.0,30145.0,7962784.0,1.07
2022-05-16,124690,15329.0,336262.0,127.0,30173.0,7998525.0,1.06
2022-05-17,143012,43851.0,330474.0,125.0,30206.0,8034198.0,1.04
2022-05-18,177176,42257.0,330661.0,110.0,30258.0,8079627.0,1.0
2022-05-19,139802,36788.0,335298.0,106.0,30294.0,8113710.0,0.98
2022-05-20,153317,35041.0,333603.0,101.0,30338.0,8157015.0,0.96
2022-05-21,77689,35942.0,330466.0,92.0,30375.0,8192846.0,0.97
2022-05-22,48711,26838.0,327375.0,96.0,30391.0,8225708.0,0.97
2022-05-23,164058,12821.0,317479.0,100.0,30421.0,8260780.0,0.97
2022-05-24,112685,37885.0,308939.0,103.0,30453.0,8295714.0,0.97
2022-05-25,162341,34736.0,307145.0,95.0,30502.0,8336099.0,0.97
2022-05-26,121221,28169.0,303773.0,90.0,30542.0,8370373.0,0.96
2022-05-27,160757,24963.0,292640.0,81.0,30581.0,8412391.0,0.95
2022-05-28,90345,25039.0,282427.0,88.0,30620.0,8446784.0,0.94
2022-05-29,41599,17390.0,272052.0,90.0,30642.0,8478000.0,0.93
2022-05-30,116521,8375.0,254004.0,93.0,30666.0,8512153.0,0.92
2022-05-31,124755,24867.0,239830.0,95.0,30702.0,8543645.0,0.91
2022-06-01,151792,22874.0,228426.0,92.0,30737.0,8581691.0,0.9
2022-06-02,113743,19362.0,221486.0,86.0,30761.0,8608197.0,0.89
2022-06-03,231849,17939.0,210630.0,84.0,30796.0,8641056.0,0.89
2022-06-04,77138,17948.0,199558.0,77.0,30819.0,8668208.0,0.89
2022-06-05,35265,13368.0,190716.0,75.0,30836.0,8692481.0,0.9
2022-06-06,95922,6612.0,178595.0,76.0,30857.0,8716907.0,0.9
2022-06-07,87349,20119.0,171307.0,79.0,30881.0,8737808.0,0.91
2022-06-08,170481,18256.0,166582.0,77.0,30902.0,8762563.0,0.92
2022-06-09,119739,15918.0,164924.0,77.0,30928.0,8781007.0,0.93
2022-06-10,122181,14735.0,157737.0,69.0,30950.0,8805610.0,0.93
2022-06-11,62943,15442.0,152169.0,66.0,30963.0,8824953.0,0.94
2022-06-12,32945,11877.0,148346.0,61.0,30975.0,8841363.0,0.95
2022-06-13,943649,6027.0,140633.0,61.0,30994.0,8859919.0,0.95
2022-06-14,105115,17777.0,136050.0,53.0,31019.0,8877101.0,0.95
2022-06-15,142954,16542.0,135807.0,44.0,31047.0,8895614.0,0.96
2022-06-16,92091,14869.0,136016.0,40.0,31064.0,8910385.0,0.97
2022-06-17,118508,13894.0,133129.0,39.0,31087.0,8929068.0,0.97
2022-06-18,60957,15317.0,130743.0,41.0,31107.0,8944757.0,0.98
2022-06-19,31630,11652.0,129980.0,41.0,31116.0,8957861.0,0.98
2022-06-20,112971,5737.0,125106.0,34.0,31129.0,8973228.0,0.98
2022-06-21,110080,18270.0,123900.0,36.0,31141.0,8986874.0,0.99
2022-06-22,138240,17290.0,126845.0,38.0,31161.0,9002894.0,1.0
2022-06-23,96823,16113.0,129960.0,36.0,31175.0,9017801.0,1.0
2022-06-24,139255,14910.0,130451.0,36.0,31191.0,9032262.0,1.01
2022-06-25,71397,16538.0,131314.0,40.0,31200.0,9046272.0,1.01
2022-06-26,30779,13018.0,132495.0,45.0,31210.0,9058475.0,1.02
2022-06-27,103223,7204.0,130069.0,46.0,31223.0,9073097.0,1.02
2022-06-28,101708,23103.0,132220.0,50.0,31238.0,9086828.0,1.03
2022-06-29,146266,23836.0,140219.0,52.0,31258.0,9103364.0,1.05
2022-06-30,113086,23008.0,149887.0,52.0,31273.0,9115706.0,1.06
2022-07-01,120244,23131.0,157437.0,55.0,31289.0,9131348.0,1.08
2022-07-02,59903,24885.0,164545.0,61.0,31300.0,9146236.0,1.1
2022-07-03,34144,23269.0,171958.0,62.0,31308.0,9160117.0,1.11
2022-07-04,139927,16791.0,177200.0,60.0,31324.0,9175603.0,1.13
2022-07-05,70601,36167.0,190402.0,68.0,31340.0,9190411.0,1.14
2022-07-06,148047,45797.0,220173.0,67.0,31355.0,9208560.0,1.16
2022-07-07,113303,47961.0,248843.0,71.0,31369.0,9224775.0,1.18
