prefCode,prefJP,prefEN,date,tests,newCases,activeCases,severeCases,recovered,deaths,rt
1,北海道,Hokkaido,2020315,1462.0,148.0,,9.0,61.0,5.0,
1,北海道,Hokkaido,2020316,1490.0,152.0,,6.0,66.0,6.0,
1,北海道,Hokkaido,2020317,1515.0,152.0,,6.0,72.0,6.0,
1,北海道,Hokkaido,2020318,1587.0,154.0,77.0,6.0,73.0,6.0,
1,北海道,Hokkaido,2020319,1652.0,157.0,80.0,6.0,81.0,6.0,
1,北海道,Hokkaido,202032,,77.0,,,12.0,3.0,
1,北海道,Hokkaido,2020320,1707.0,158.0,82.0,8.0,84.0,6.0,
1,北海道,Hokkaido,2020321,1755.0,159.0,71.0,8.0,87.0,6.0,
1,北海道,Hokkaido,2020322,1775.0,162.0,72.0,7.0,96.0,6.0,
1,北海道,Hokkaido,2020323,1794.0,162.0,65.0,7.0,97.0,6.0,
1,北海道,Hokkaido,2020324,1821.0,163.0,63.0,6.0,100.0,6.0,
1,北海道,Hokkaido,2020325,1888.0,167.0,61.0,7.0,105.0,7.0,
1,北海道,Hokkaido,2020326,1929.0,168.0,62.0,7.0,121.0,7.0,0.5
1,北海道,Hokkaido,2020327,1976.0,169.0,47.0,7.0,123.0,7.0,0.63
1,北海道,Hokkaido,2020328,2014.0,172.0,44.0,7.0,124.0,7.0,0.9
1,北海道,Hokkaido,2020329,2064.0,176.0,48.0,9.0,125.0,7.0,1.0
1,北海道,Hokkaido,202033,604.0,79.0,,,21.0,3.0,
1,北海道,Hokkaido,2020330,2076.0,177.0,49.0,6.0,131.0,7.0,1.34
1,北海道,Hokkaido,2020331,2096.0,177.0,46.0,6.0,132.0,7.0,1.19
1,北海道,Hokkaido,202034,714.0,82.0,,,22.0,3.0,
1,北海道,Hokkaido,202035,791.0,83.0,,,26.0,3.0,
1,北海道,Hokkaido,202036,892.0,90.0,,,32.0,3.0,
1,北海道,Hokkaido,202037,978.0,98.0,,6.0,34.0,3.0,
1,北海道,Hokkaido,202038,1033.0,101.0,,7.0,41.0,3.0,
1,北海道,Hokkaido,202039,1069.0,108.0,,6.0,43.0,3.0,
1,北海道,Hokkaido,202041,2164.0,182.0,44.0,6.0,133.0,7.0,1.11
1,北海道,Hokkaido,2020410,2836.0,239.0,80.0,5.0,159.0,10.0,1.83
1,北海道,Hokkaido,2020411,3048.0,255.0,86.0,5.0,159.0,10.0,2.17
1,北海道,Hokkaido,2020412,3195.0,267.0,98.0,5.0,161.0,11.0,2.72
1,北海道,Hokkaido,2020413,3257.0,272.0,100.0,6.0,161.0,11.0,2.97
1,北海道,Hokkaido,2020414,3297.0,290.0,106.0,6.0,161.0,13.0,2.87
1,北海道,Hokkaido,2020415,3479.0,313.0,128.0,6.0,164.0,14.0,2.71
1,北海道,Hokkaido,2020416,3625.0,336.0,159.0,7.0,171.0,14.0,2.02
1,北海道,Hokkaido,2020417,3735.0,369.0,185.0,9.0,177.0,16.0,2.01
1,北海道,Hokkaido,2020418,3987.0,407.0,220.0,9.0,177.0,18.0,1.9
1,北海道,Hokkaido,2020419,4245.0,434.0,245.0,9.0,179.0,18.0,1.81
1,北海道,Hokkaido,202042,2217.0,185.0,46.0,5.0,135.0,8.0,1.36
1,北海道,Hokkaido,2020420,4399.0,451.0,262.0,9.0,185.0,21.0,1.81
1,北海道,Hokkaido,2020421,4554.0,473.0,262.0,10.0,189.0,23.0,1.63
1,北海道,Hokkaido,2020422,4803.0,495.0,285.0,8.0,197.0,25.0,1.48
1,北海道,Hokkaido,2020423,5112.0,540.0,320.0,8.0,203.0,25.0,1.55
1,北海道,Hokkaido,2020424,5362.0,562.0,341.0,11.0,212.0,25.0,1.33
1,北海道,Hokkaido,2020425,5704.0,601.0,375.0,12.0,217.0,25.0,1.19
1,北海道,Hokkaido,2020426,5889.0,615.0,388.0,12.0,225.0,25.0,1.06
1,北海道,Hokkaido,2020427,6149.0,650.0,422.0,13.0,226.0,26.0,1.08
1,北海道,Hokkaido,2020428,6312.0,688.0,460.0,18.0,238.0,27.0,1.12
1,北海道,Hokkaido,2020429,6589.0,726.0,491.0,17.0,243.0,27.0,1.19
1,北海道,Hokkaido,202043,2296.0,190.0,52.0,5.0,139.0,8.0,1.59
1,北海道,Hokkaido,2020430,6892.0,767.0,531.0,17.0,253.0,29.0,1.08
1,北海道,Hokkaido,202044,2363.0,193.0,55.0,6.0,142.0,8.0,1.41
1,北海道,Hokkaido,202045,2429.0,194.0,56.0,6.0,142.0,8.0,1.2
1,北海道,Hokkaido,202046,2443.0,194.0,44.0,5.0,143.0,9.0,1.09
1,北海道,Hokkaido,202047,2488.0,198.0,46.0,5.0,143.0,9.0,1.34
1,北海道,Hokkaido,202048,2572.0,208.0,53.0,5.0,146.0,9.0,1.48
1,北海道,Hokkaido,202049,2690.0,226.0,71.0,4.0,149.0,10.0,1.88
1,北海道,Hokkaido,202051,7054.0,790.0,513.0,15.0,260.0,37.0,1.13
1,北海道,Hokkaido,2020510,8945.0,954.0,450.0,26.0,459.0,56.0,0.57
1,北海道,Hokkaido,2020511,9160.0,966.0,439.0,24.0,472.0,62.0,0.5
1,北海道,Hokkaido,2020512,9406.0,979.0,432.0,19.0,502.0,68.0,0.55
1,北海道,Hokkaido,2020513,9690.0,983.0,409.0,18.0,519.0,70.0,0.49
1,北海道,Hokkaido,2020514,9938.0,989.0,394.0,17.0,528.0,72.0,0.5
1,北海道,Hokkaido,2020515,10183.0,999.0,389.0,18.0,560.0,73.0,0.57
1,北海道,Hokkaido,2020516,10485.0,1006.0,366.0,17.0,589.0,74.0,0.61
1,北海道,Hokkaido,2020517,10770.0,1014.0,343.0,16.0,601.0,75.0,0.67
1,北海道,Hokkaido,2020518,10885.0,1015.0,338.0,16.0,620.0,76.0,0.66
1,北海道,Hokkaido,2020519,11072.0,1018.0,319.0,18.0,642.0,77.0,0.56
1,北海道,Hokkaido,202052,7276.0,823.0,546.0,15.0,284.0,40.0,1.1
1,北海道,Hokkaido,2020520,11435.0,1019.0,299.0,17.0,670.0,77.0,0.63
1,北海道,Hokkaido,2020521,11648.0,1024.0,272.0,17.0,687.0,78.0,0.67
1,北海道,Hokkaido,2020522,11853.0,1030.0,259.0,17.0,711.0,78.0,0.59
1,北海道,Hokkaido,2020523,12072.0,1039.0,241.0,15.0,726.0,79.0,0.64
1,北海道,Hokkaido,2020524,12285.0,1054.0,234.0,15.0,735.0,81.0,0.75
1,北海道,Hokkaido,2020525,12497.0,1057.0,239.0,15.0,737.0,83.0,0.9
1,北海道,Hokkaido,2020526,12686.0,1066.0,238.0,12.0,755.0,84.0,1.16
1,北海道,Hokkaido,2020527,12982.0,1071.0,227.0,12.0,763.0,85.0,1.3
1,北海道,Hokkaido,2020528,13329.0,1078.0,223.0,12.0,770.0,86.0,1.36
1,北海道,Hokkaido,2020529,13628.0,1081.0,222.0,11.0,783.0,86.0,1.43
1,北海道,Hokkaido,202053,7396.0,848.0,566.0,18.0,313.0,41.0,1.2
1,北海道,Hokkaido,2020530,14000.0,1085.0,212.0,11.0,799.0,86.0,1.27
1,北海道,Hokkaido,2020531,14421.0,1091.0,200.0,11.0,810.0,86.0,0.95
1,北海道,Hokkaido,202054,7569.0,879.0,589.0,17.0,351.0,43.0,1.11
